"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40"
"result.1" 0.0562101787101787 0.0696211856449439 0.0823656613275001 0 0.344922614027476 0.699372335490013 0.0401850649350649 0.805154191424665 0.0315564990564991 0.0248450993450993 0.357187610503964 0.413110318131084 0.413500435406282 0.0546347707704679 0.539420231075669 0.43942857585445 0.284400853941144 0.679139382400353 0.255481867815943 0.186226254939998 0.00681399504976061 0.00860344935450999 0.00950351768136616 0 0.0101702947116699 0.00956322896739263 0.00715632266427842 0.00494653069249869 0.00602721682818321 0.00571507023247223 0.0116946565453898 0.0108264123040431 0.0107353913825754 0.00587419470075599 0.0111009127428713 0.0127493422998371 0.012728925158076 0.00962398876951315 0.0100378451969566 0.0111526863187498
"result.2" 0.0625170005433163 0.0675120821301162 0.0773266007298515 0 0.351504790589258 0.698461510470585 0.0474908147408147 0.801072615309878 0.0387872682872683 0.0333836996336996 0.396831628526246 0.483575895395065 0.484075895395065 0.0720339782023455 0.592140101824652 0.462646577499614 0.328202677630561 0.707271839947043 0.286803532877139 0.225492620297855 0.00812924182727377 0.00757277532930759 0.00861400275716168 0 0.00950791860210198 0.00920527448805414 0.00654784729295694 0.00466720122799995 0.00699908094794212 0.00720286862442805 0.0131108199576819 0.0131096323769066 0.0130289335165584 0.00663768028679892 0.0105713061153746 0.0138208328727222 0.0111209160564919 0.0086333938198462 0.0120819254144756 0.012654495905217
"result.3" 0.0504245536007045 0.0598232864318643 0.0687057685419679 0 0.325539218207442 0.692008871178244 0.0400036731844007 0.78755953283057 0.027342359394991 0.0282564626635834 0.45011185210158 0.540110319159923 0.540173610780919 0.110301741316939 0.645466903932368 0.514813637503854 0.425321931183485 0.741817361139419 0.33035721248812 0.247312141205056 0.00664877837367046 0.00622291595687921 0.00655775347412145 0 0.0105631842557809 0.0103898067040853 0.00560626435275126 0.00485601065277796 0.00573084438707634 0.0065810061271725 0.0144063087466883 0.0120518584904317 0.0121786258037222 0.00869993877793685 0.0104927805483343 0.0139381259296878 0.0123982635419046 0.00907542811086942 0.012293460844994 0.0127334469596261
"result.4" 0.0482547694378728 0.0533539265452544 0.0647924610499654 0.000833333333333333 0.322662520714823 0.695620975180917 0.0492372699883536 0.786684449095474 0.030607507258823 0.0349368686868687 0.482564945469673 0.551684566479442 0.552536231672487 0.131508050692704 0.671775623923963 0.52469579370095 0.451851575125467 0.747670397563002 0.363818385908536 0.276827663781239 0.00616003341894853 0.00608961624525473 0.00660691744376194 0.000833333333333333 0.010000464242045 0.00975083206974407 0.00708971743933508 0.00486668873213566 0.00551508291941705 0.00739625975371871 0.0120784748536633 0.0110115335396092 0.0109514691920189 0.00951688624704618 0.0105328158909938 0.0132770464923667 0.013850479358265 0.00866473966679539 0.0119594108140585 0.0123398900229236
"result.5" 0.0469409116705523 0.0527790108323996 0.0606291859560301 0.002 0.320010414505006 0.671864794181488 0.0386184123413865 0.780657224569704 0.0208814657564658 0.0199322899322899 0.52033822984629 0.581331286880092 0.581702462403441 0.150026406294018 0.68930811571093 0.572095419635002 0.514923351124106 0.780135186314105 0.381574359220828 0.301920413409305 0.00624730750964606 0.00635456572916029 0.007352087655523 0.002 0.00922662575971623 0.00940443864361293 0.00541812704835137 0.0051674923799375 0.00411933389547786 0.00466410582364611 0.0140617648292782 0.0120561784527862 0.0119806064968757 0.0111115538610685 0.0098602723554457 0.0139490032895505 0.0125943058468091 0.00884638605664104 0.012364458136533 0.0133905471056919
"result.6" 0.0412501744733034 0.0471816609819639 0.0550719553456968 0.00342857142857143 0.314712392099392 0.66370496400684 0.0424599180900164 0.777027061873077 0.033472178964826 0.0338018133826957 0.540998107470003 0.617785603843586 0.619763943249044 0.192533339480891 0.744477938988035 0.60738569003196 0.548365604412694 0.805926444877812 0.410780970005675 0.331303894953592 0.0054449527764626 0.00543702700068665 0.00618594936004973 0.0024460368494384 0.00953104449123319 0.0103029939899691 0.00594614906694842 0.00528563027731868 0.00600454026710601 0.00768157783950631 0.0121256986605545 0.0119826533809376 0.0119349312231403 0.0121823384266813 0.0102229915964385 0.0117661028875672 0.0114617936701542 0.00741289799189733 0.0133241109364481 0.0140243027311827
"result.7" 0.0384577903673489 0.0461496334484097 0.0479336717495742 0.00472222222222222 0.215088303322146 0.522143627564306 0.212924263978083 0.571918236958903 0.0323837331520941 0.0264535002600619 0.469502186658564 0.524954277543693 0.524310595582987 0.0476702484328279 0.573228241912648 0.424410244974015 0.13000577813881 0.386976543123865 0.361200560116118 0.300186711387956 0.00320399449671728 0.00345173841297707 0.003543933622326 0.00292949852214007 0.00542977685997254 0.0123812547536103 0.0141640642675009 0.00625728633578731 0.00280042973509274 0.00280054525416216 0.00984438262258645 0.00626338867477209 0.00624410595028394 0.00368265708733082 0.00687980900984085 0.0101421154465984 0.0059572805692196 0.00804281720550641 0.00670767650296223 0.00891180166336396
"result.8" 0.0394581168942426 0.0450553321748129 0.0459844197247391 0.00357148407148407 0.199458734560059 0.52807992994232 0.241934089468743 0.56765603857837 0.0350500924703362 0.0329936876866569 0.526966331380853 0.597230464017144 0.597048882609095 0.0926312807432988 0.637766145968345 0.464066045354751 0.182467366807859 0.406919388915745 0.408020323357452 0.343216166135651 0.0027728489739604 0.00278653998843587 0.00278721299807301 0.00147660157370988 0.00468700812231636 0.0124268201932281 0.0128062033973889 0.00610583870146079 0.00290217512826733 0.00345333595882593 0.0101720583537998 0.00564635186900574 0.00563932834156754 0.00546227542647861 0.00585154608754421 0.0109686393032625 0.00726928904835956 0.00931615087195635 0.00657416683964985 0.00888291274565896
"result.9" 0.0440560698758603 0.0444713108145565 0.0460680656774078 0.00522195071010861 0.201330145884129 0.558625162300169 0.242908912504396 0.564539575890888 0.0382760683344566 0.0368388227706636 0.521744747287568 0.622610738159803 0.621590205280191 0.119455888762054 0.664980643392893 0.477309659707483 0.203692748850737 0.415142231087141 0.449664037427354 0.365316367877433 0.00318488475086484 0.00263844836745676 0.00269480569618591 0.00207758973924132 0.00457272697292702 0.0134710271325435 0.0123579486130548 0.00562106691597669 0.00292592870187306 0.00351028486787551 0.00999358908275801 0.00557800646535696 0.00566579914385961 0.00588734424031686 0.00549195611447951 0.0092950701656275 0.00788276649763105 0.00726189519143713 0.00604717881773974 0.00797098527632417
"result.10" 0.0419885917090238 0.0430285613474274 0.0436039249317187 0.00348406862745098 0.197740573296106 0.55168367667202 0.269800575805068 0.546749426205436 0.0366984778282975 0.0353837734572743 0.571813263267935 0.646883739971987 0.647262485232995 0.161956167760891 0.692038226950889 0.513221015373521 0.239333214001249 0.440315588403324 0.485590149649639 0.410308042965258 0.00288277286843382 0.00269322219264545 0.00264987896544707 0.00130668260070423 0.00438432287284152 0.0116612208779825 0.0124487912792037 0.00567021949814062 0.002832343105083 0.00318513921407526 0.00943457862591622 0.00624385278138902 0.00628791952769936 0.00576111167762255 0.0053480004573246 0.00816249384914606 0.00775101101722558 0.0073395142274119 0.00629000680680315 0.007500472739569
"result.11" 0.0412041243330767 0.0474860280222095 0.0483827330164919 0.00415662400545965 0.214847223266873 0.583327303487719 0.261152110210078 0.548823982372146 0.0321993192583377 0.0292567512494235 0.580846319393012 0.679478520917297 0.67893135182611 0.202227398956236 0.718851262849996 0.523284634605907 0.278886409954939 0.444682005007359 0.495640296223566 0.405816351265333 0.0024371317853958 0.0027615512849037 0.00294358604655872 0.00135396677765439 0.00496804112802114 0.0110971064359244 0.0111147898504385 0.00587149763665279 0.00233294517684032 0.00280680339192456 0.0100390853312006 0.0050146299367164 0.00506335372013295 0.00590767278997045 0.00498207494010257 0.00919037893038193 0.00850374463658427 0.00975723638015765 0.00600871722577588 0.00914614565598227
"result.12" 0.0438302835058334 0.0458674547560494 0.0467388804689651 0.00700527269665201 0.214536547717696 0.60652970601827 0.251108582631943 0.531619183127051 0.0370314169678414 0.0346321168192239 0.577245105647091 0.693568441189891 0.693362233706897 0.221658166881744 0.72822287810609 0.541396713780864 0.321663364439028 0.474171435851079 0.514229015249828 0.416455164132864 0.00290957261244676 0.00298367504832179 0.00295663123478241 0.0017373722361369 0.00442036493989016 0.0107908584319921 0.0105995262738878 0.00611408786442522 0.00289262243381953 0.00309251230410685 0.0107821427011176 0.00480533311535083 0.00479107049536692 0.00665446081231471 0.00460061515077708 0.00872182107390708 0.00873442521523914 0.00846353852188164 0.00558458485119759 0.00890293162743
"result.13" 0.051467596336051 0.0335624251077383 0.0335624251077383 0.00167156862745098 0.446307556410736 0.778386752830636 0.0195175729662585 0.772140242001501 0.0426262065693887 0.0472731936992625 0.638886921477367 0.644522908191646 0.644522908191646 0.40351921491768 0.713911838267165 0.710542544699282 0.566983626170048 0.752670162457574 0.599689921315962 0.576552796824195 0.00516945840126078 0.0038001071991668 0.0038001071991668 0.000972414936187039 0.00837515972959291 0.00540070623312779 0.00364391234735262 0.00441308234223705 0.00490064513438129 0.00559253074711155 0.0107392667129568 0.0113782269983068 0.0113782269983068 0.0116690665149459 0.00938383980775707 0.010518620617315 0.0108814146198317 0.00837007425732097 0.011040521556541 0.0114960985621032
"result.14" 0.0532388821526366 0.0396508707788259 0.0396508707788259 0.00261204481792717 0.44004292542737 0.780892172456633 0.0262704994826445 0.76143176797598 0.0518604556487196 0.0482531159781126 0.67320982685213 0.685402608683219 0.685402608683219 0.479623372252102 0.742034984406718 0.707335441224237 0.614345886686247 0.782890896684216 0.637363052685967 0.616680611222226 0.0057406233126968 0.00482883804314294 0.00482883804314294 0.00131394958454883 0.0076907762967655 0.00521893247137396 0.00397589092229464 0.00533299081516835 0.00559760820292243 0.00540433602350147 0.0105755300284213 0.0101026855031829 0.0101026855031829 0.011400664122388 0.00907671680308074 0.0100131241696176 0.0103834616682238 0.00837718162109174 0.0108972872925252 0.0119176163157225
"result.15" 0.0612805999970711 0.0412967307071949 0.0412967307071949 0.00154589371980676 0.430370639555349 0.776414826668364 0.0272639649330792 0.752219763291131 0.0532032517413289 0.0475806669363003 0.699667705180262 0.701801087146177 0.701801087146177 0.551619997169244 0.782057332235615 0.75006225718009 0.645499494624869 0.80616190197654 0.666141871539046 0.634304027266771 0.00563222689524212 0.00432827402291702 0.00432827402291702 0.00118905188617212 0.00828479076429543 0.00457489641536676 0.00364992775963822 0.00467652493235213 0.00556502234331253 0.00631705625800209 0.00947613906413287 0.00982355595867686 0.00982355595867686 0.0123613444512561 0.00786995465131651 0.00859897725385067 0.0105200519363281 0.00767131381040013 0.0104939599132996 0.0112342660415517
"result.16" 0.051616439993827 0.0402387359991565 0.0402387359991565 0.00291009764229578 0.434379487154105 0.770888921801227 0.0331418390657218 0.744267862434523 0.0402309611740277 0.0429985829333218 0.739635163209149 0.754030845935879 0.754030845935879 0.609484374627493 0.8191904214096 0.772159760799922 0.707194346400604 0.843622065849191 0.71002603300916 0.687605859714116 0.00522341568768235 0.00438241015689909 0.00438241015689909 0.00129375605212997 0.0084346240311796 0.00493590623981959 0.0043821449243809 0.00500349890098578 0.00453806411113632 0.00450334957328999 0.00860749657481083 0.00800996392477111 0.00800996392477111 0.00989002488165767 0.00751904358118953 0.00753903228764573 0.0084943220194061 0.00648742073348613 0.00771699545493218 0.00752819126076142
"result.17" 0.06221723555758 0.0396863743826357 0.0396863743826357 0.00420195008174548 0.418098456902614 0.779285651884272 0.0361593264617243 0.737493967133008 0.0473834346470199 0.0477132353104729 0.7506414240702 0.762649291924221 0.762649291924221 0.63729127635666 0.833356507516325 0.779557860969967 0.715108757041022 0.857055458781858 0.720838116855107 0.695697794299793 0.00580936954868904 0.00412120494625559 0.00412120494625559 0.00145316166299563 0.00799488781155793 0.00499473676273232 0.00432196925254985 0.00539172977854192 0.00502677168290451 0.00501379523818233 0.00940669846075071 0.00849672215272364 0.00849672215272364 0.00987326003599721 0.00740803959221526 0.00997737946518762 0.00917512427748689 0.00658120095152391 0.00954213198914558 0.0101096205991422
"result.18" 0.0526015236504713 0.0380295780705175 0.0380295780705175 0.00259113502820597 0.426341717749876 0.777092101610211 0.0324040455796507 0.747723439170537 0.0549930429372419 0.0544933889659694 0.771805989739171 0.783099894502814 0.783099894502814 0.666407640964485 0.855872007798192 0.804267882242577 0.748455001708682 0.873370061212365 0.742665160694754 0.705624120759209 0.00547374070506366 0.00457878985681548 0.00457878985681548 0.0011743499210753 0.00838664049575524 0.00497934935467653 0.00400816982377208 0.00480734125077272 0.00534820795347278 0.00505845806430013 0.0091271014847358 0.00854048057695204 0.00854048057695204 0.0109807385967623 0.00753444667216515 0.00868199685355016 0.00923373360590037 0.00544172525288627 0.00902266034625229 0.00937042928820854
"result.19" 0.0396327267023336 0.0297585996690471 0.0297585996690471 0.00652801067424025 0.241647929994852 0.508932965168294 0.105049263760643 0.459505311648754 0.0400620669619582 0.0380112775162956 0.67266612059255 0.674381136936418 0.674381136936418 0.408763983716659 0.71074330794539 0.689077250102644 0.488393510106546 0.66111913771101 0.630213405935184 0.620349532540705 0.00264607121007991 0.00211607499534431 0.00211607499534431 0.00133621409634006 0.00525089322821123 0.00588326689733432 0.00501945953701409 0.00437085581064819 0.00252950271501123 0.00261789865178075 0.00545659951304489 0.00521910322460333 0.00521910322460333 0.00478344425778536 0.00465813116040442 0.00589333766843772 0.00489431149050998 0.00471757747202235 0.00546652512952011 0.00569230804458935
"result.20" 0.0458505066748307 0.0322597503062716 0.0322597503062716 0.0124296224283199 0.241427927936705 0.536984293815403 0.142607019943321 0.456147703252805 0.044652056594801 0.0405999640425215 0.712491055369655 0.730759686909897 0.730759686909897 0.492412415299631 0.762597375740733 0.710474152751549 0.542781446686328 0.684232947213023 0.676980800718328 0.660959774408629 0.00280822374962589 0.00211959766396425 0.00211959766396425 0.00166982481464165 0.0039671492552148 0.00675581647081717 0.0052999210777045 0.00430812000763057 0.00236086465496609 0.00270004081948576 0.0052110286367261 0.00422932762756103 0.00422932762756103 0.00458759023317594 0.00403002985942894 0.00514881634402881 0.00509660257885836 0.00439540030991336 0.00421931552053944 0.00506650184315214
"result.21" 0.0400324258392456 0.0322110522761639 0.0322110522761639 0.0119444256091348 0.245530884519955 0.531519228084685 0.1552774528359 0.446063469280007 0.0433518477136157 0.0326708717533916 0.751803931953369 0.766606495947801 0.766606495947801 0.555228730766612 0.799663688002222 0.74111923547951 0.586575591707322 0.711964255074068 0.712056417612782 0.700823133806821 0.00211729964011315 0.00200304836454286 0.00200304836454286 0.00147731871055393 0.00409815007786798 0.00596711922147546 0.00448176271019523 0.0042575878679462 0.00249422106549405 0.00204226336287355 0.00497345835356272 0.0039637898084868 0.0039637898084868 0.00491016222200635 0.00388515725838708 0.00490049865902691 0.00524217076903165 0.00481698770562681 0.00418681385227096 0.00483199655091636
