"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8"
"result.1" 0.0269793435819651 0.0143760339665071 0.406501343041306 0.300304099755804 0.00523413615669197 0.00395936901063778 0.01881789799541 0.022557311490246
"result.2" 0.0330733876427167 0.022287359326979 0.490692181905142 0.342880961195029 0.00517210567181472 0.00551585128902005 0.01572206067036 0.0215542137907187
"result.3" 0.0407552814675384 0.0470092411439834 0.562322035834984 0.435195641017315 0.00670933461311408 0.0128299220119348 0.0153313251319134 0.0222351628567809
"result.4" 0.0323450833353243 0.0221141660626955 0.601290088577467 0.490425540192766 0.00616333836840868 0.00433875227713662 0.0150022411932239 0.0201769471586338
"result.5" 0.0261644053575106 0.0298881326063147 0.658309790521104 0.56436090340174 0.00343412284526666 0.00449926671924328 0.0143696103236244 0.0182955221928542
"result.6" 0.0410075180069627 0.0407812200120216 0.692177581512843 0.60277739683427 0.00509487412320594 0.00577379239189775 0.0126617164455738 0.0173843955117122
"result.7" 0.026688365508931 0.0227583003342713 0.499775288975043 0.356875587799707 0.002476298641641 0.00334876074065291 0.0127210436954022 0.0171020221556219
"result.8" 0.0346740948335 0.0452763942095501 0.572403577371122 0.39704099186628 0.00321734009745585 0.00829803484208917 0.0108521598231371 0.0186023377875595
"result.9" 0.0317260553654476 0.0473210900867706 0.606841903194564 0.452840142983943 0.00323125464303498 0.00858707341619793 0.0122890470337314 0.0199888082885497
"result.10" 0.0358309504180192 0.0571865659245404 0.660494470277476 0.523479113365517 0.0032860360796559 0.00658949347054652 0.00929421540094881 0.0157328086842947
"result.11" 0.0363216004728693 0.0580109342114508 0.691060103902777 0.552881409515277 0.00265304512773295 0.00672796003662373 0.00986623234246975 0.0162953493524342
"result.12" 0.0335663343338797 0.0529823410348764 0.708004036279686 0.573049110272265 0.00290023787869218 0.00619579501182983 0.00887960325519825 0.0153235183710578
"result.13" 0.0360692201764823 0.0424218863740468 0.660878407705851 0.623344751486307 0.00478478927340177 0.00620598666108053 0.0109626192095379 0.0133087062351242
"result.14" 0.0369647877076563 0.0318657867842448 0.714285200214507 0.669768139936528 0.00545455127203986 0.00568263522657061 0.010072984660873 0.0116642372924867
"result.15" 0.0451460786611147 0.0382766259983603 0.74266629850261 0.712544209945679 0.00458709343042859 0.0049981322978296 0.00926087536419738 0.00925020653177862
"result.16" 0.0441187160394883 0.0525299991891861 0.798679219645556 0.773480205071795 0.00458816193306305 0.00592290983972037 0.00780155621741722 0.00816083099023124
"result.17" 0.0468784801521524 0.0495231198783078 0.814950279746099 0.785712288314191 0.00452689912253665 0.0062537031941742 0.00864608807032558 0.00924873625956783
"result.18" 0.0468130251633979 0.0545378076637278 0.838275314578927 0.814600597511467 0.00645486720118319 0.00691098997898731 0.00861405969277074 0.00992270319524976
"result.19" 0.0365547045601163 0.0366077354362102 0.699197261564365 0.659775930077828 0.00243316636597918 0.00283154716312869 0.00555930745876096 0.00750442799271789
"result.20" 0.0379014651429866 0.0525150632470432 0.75312450261877 0.707495298482891 0.00268200046899049 0.00552310071188788 0.00507870029206947 0.00711401440466483
"result.21" 0.0342506394527953 0.0454450577695833 0.796908486508398 0.765097436873462 0.00235248261736193 0.00366754137239702 0.0047192942312018 0.00601183380265177
"result.22" 0.0423406030279815 0.0773990479104567 0.805521869287598 0.768146789795361 0.00249574872104026 0.00707038655729331 0.00441253222178899 0.00557466387210606
"result.23" 0.0429578456598563 0.0744326814984963 0.83599356953299 0.803651309485879 0.0026747235149063 0.00639566709260641 0.00468849319207946 0.00591192784065934
"result.24" 0.0461427937447125 0.0925010510385442 0.856601978327252 0.826186810110149 0.00342369535921262 0.00878501991202114 0.00434112062627431 0.0056834658674174
