"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8"
"result.1" 0.0562101787101787 0.0356711066711067 0.357187610503964 0.250031014182443 0.00681399504976061 0.00715482278838633 0.0116946565453898 0.0114125386279161
"result.2" 0.0603725200238358 0.0526532341927079 0.39861943136668 0.293770989744061 0.00817178712344182 0.012139699002713 0.0129873426474294 0.0142809130702115
"result.3" 0.049463015139166 0.0427386626531363 0.447551053553486 0.321596310564249 0.0066377623708078 0.0071143078837885 0.014598372675059 0.0140361341936178
"result.4" 0.04789867085809 0.0495488287941848 0.484349000427641 0.356987899486771 0.00613426572090443 0.0079466041102843 0.012248356755703 0.0137169898639079
"result.5" 0.0469409116705523 0.0357134851863113 0.519538314544201 0.379243477218096 0.00624730750964606 0.00664682668900487 0.0141871984776247 0.0135140330673171
"result.6" 0.0399585078066368 0.0443263072496819 0.538647680119576 0.406030863375376 0.00546475499330963 0.00763343377211144 0.0125423385592775 0.0143792791451967
"result.7" 0.0387875926394596 0.036666296879318 0.469970494883407 0.337804482265489 0.00314660911788014 0.00341649325182997 0.00947407833145655 0.00973664449277031
"result.8" 0.0388933467173314 0.048243549140395 0.524320793370561 0.383887243281 0.00271901252333035 0.00395038188198352 0.00985073148354597 0.0102772045724987
"result.9" 0.0436338056394454 0.047279499915422 0.544613734358614 0.406190731847212 0.00307312658008182 0.0043582890260763 0.00967234475258403 0.00992628187460883
"result.10" 0.039442101585746 0.0440019594913659 0.587212676530257 0.45318821314377 0.00259690633606275 0.00350358568184824 0.00967708392290575 0.00875687935139358
"result.11" 0.0411635048995514 0.0444002793068934 0.596151219867761 0.446370276558996 0.00244158640646446 0.00311985258897045 0.00941495042099797 0.00990531176835971
"result.12" 0.0429915280055249 0.0443378354952428 0.596835877975086 0.462534210201256 0.00282441295611428 0.00313912055980442 0.0100238939344451 0.0102489513133438
"result.13" 0.0524221417905965 0.0478327329812162 0.636653981739929 0.580506663739705 0.00522088491617642 0.00638922713818064 0.0110496651049041 0.0117228626573452
"result.14" 0.054305304893982 0.0533938398012901 0.673668422020402 0.621485535686517 0.00570065404690831 0.00558919741458287 0.010772159316388 0.0117126063049344
"result.15" 0.0599056883590016 0.0517662250619614 0.697230463979433 0.639946728560595 0.00569603401735274 0.00567305808280703 0.00978046457133668 0.0111639053588945
"result.16" 0.0522008555782426 0.0436930317258644 0.74305109842336 0.684702031312322 0.00540227662002483 0.00475802532377939 0.00808721011591091 0.00834908977985129
"result.17" 0.0610962731866177 0.0574821312266826 0.751904050332826 0.694403632404023 0.00588279458543762 0.00648832773478494 0.0091139049049436 0.0105572045975299
"result.18" 0.054146926431858 0.0562792094116459 0.766981026260957 0.70946815012455 0.00543441973905237 0.0053537182731197 0.00900892976222381 0.00931007391280539
"result.19" 0.0394033867852773 0.0391094136565255 0.675019061769021 0.622687448652344 0.00261506186975174 0.00226858914815049 0.00537745210709063 0.0059366469617377
"result.20" 0.046214213152992 0.0414939404407727 0.716008324164083 0.663044014616808 0.00280597932286135 0.00253104340591733 0.00506510966137195 0.00522697691187177
"result.21" 0.0404946593542645 0.0368321853422512 0.750563118784745 0.702694043938872 0.00213670516465353 0.00245334715564213 0.00491679919658043 0.00513323418360318
"result.22" 0.0454021014202957 0.0460478166342665 0.765148004721526 0.707419902616906 0.00229224778597296 0.00268520258023715 0.0043444428664476 0.00518105605519359
"result.23" 0.0435805122504149 0.0489949401194593 0.790456652561975 0.736598131951448 0.00206547604511243 0.00281159733108394 0.00496131499123335 0.00510111798551289
"result.24" 0.0368646684898842 0.0435499614596496 0.7981507341542 0.74842848512428 0.0020778612392473 0.00251079727798338 0.00539894160866487 0.00521597723722076
