"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16"
"result.11" 0.00963528691740539 0.0620874444480517 0.0183783423182399 0.0936601650082369 0.323281825067653 0.111360880972012 0.382843160259256 0.149194681194346 0.00218509751435436 0.0117637413427213 0.00241559087354064 0.014051251875691 0.0162505226758819 0.00961658378100921 0.0180918647044305 0.0125638623318383
"result.12" 0.00845332057775675 0.0911720702425589 0.0230090914542803 0.129943011020031 0.369915655537697 0.153096659440266 0.433115839864108 0.205112395997895 0.00147732214070474 0.0149263079137557 0.00537723141694463 0.0168620547787251 0.0162551579142511 0.0114430625783484 0.0165788116113224 0.0143399375131402
"result.13" 0.0101388888888889 0.0198730101597749 0.0240899341736769 0.0405883724119018 0.327388014389726 0.282213092448043 0.395599618916786 0.348870361097307 0.00378413816424434 0.00523005141101024 0.00482573629919433 0.00598165751702787 0.0167908145974574 0.0142740011735984 0.0169261538958959 0.0149364730984981
"result.14" 0.0183093064508666 0.0432033562842386 0.0390840757126294 0.0590499035401886 0.475136144371824 0.419181549008954 0.536642779203172 0.486676177344331 0.00323574240947229 0.0121373854775061 0.00495632632420504 0.00830404260552744 0.0173202970635411 0.0157215356644966 0.0181877027183709 0.0159851653152795
"result.15" 0.018330455357 0.0275145926936915 0.0284974788029607 0.0468592855029559 0.520076572217292 0.487583941657444 0.566946223859374 0.543711992777902 0.00347946544374937 0.00518116999085157 0.00420534397902752 0.00634695590248653 0.0202478122133385 0.0183346613399842 0.0201973743389462 0.0188555121718242
"result.16" 0.0185488681836104 0.0349803257887623 0.0388287551706854 0.0470743710920552 0.611319166314665 0.586935780413223 0.650823883217603 0.635175061553444 0.00319527575357275 0.0105639656909576 0.00456015290157991 0.00516547199062252 0.0191101026772637 0.0180399253744694 0.0196610018069172 0.0186656575090975
"result.17" 0.0131479393504541 0.0351469488986068 0.0346523429593594 0.0675846862142596 0.642348022246237 0.617399783563884 0.684217558682455 0.666557491595391 0.00287888913812448 0.00584617020881796 0.00469415292237127 0.00741235287014256 0.0203198259038572 0.0190575976637724 0.020700407522959 0.0197461589804358
"result.18" 0.0107970217719444 0.0323270546724894 0.0289507436530727 0.0547463867346344 0.640959428272858 0.622942901523193 0.677575829449017 0.658778081280321 0.00236598778371514 0.005034224112727 0.00424779290860535 0.0065638059598669 0.0270712966017298 0.026339611375841 0.0283375298547514 0.0277352671339814
"result.19" 0.0167798355965772 0.0984840376400868 0.0301612810710838 0.140725665790782 0.484810563757182 0.29105053086064 0.541922870953947 0.362438577096556 0.00178246444008139 0.0107341953097875 0.00246577260972841 0.0113484818308219 0.00950904635881019 0.00839945033261631 0.00933112134606833 0.00851653869715627
"result.20" 0.0125627155544 0.106451683958992 0.0302398144139413 0.156785792356309 0.584997340434612 0.420368756125451 0.637897215394351 0.494084245815614 0.00155139986732489 0.0094346612304197 0.00268328363647389 0.00994750963407736 0.0077694964067033 0.00759175249267678 0.00778201057300647 0.00706098377815457
"result.21" 0.0131937439997711 0.139816871178638 0.0300920677844722 0.185186948384191 0.663309356777326 0.51837366175973 0.702068075435879 0.585137625108572 0.00139440512672929 0.00968959488283384 0.00242205118729175 0.0101891748037274 0.00675364408196834 0.00720947082569076 0.00646980135747956 0.00666488291751167
"result.22" 0.0205477570824635 0.1560209379731 0.0372614998500767 0.207272428773321 0.686894932131906 0.576862422730366 0.725130683792024 0.632274047154181 0.00173849383291956 0.0123792595687476 0.00232558404042968 0.0125306419532913 0.00649664778536129 0.00612585756043409 0.00650193929841448 0.00609272774048841
"result.23" 0.0202169327165252 0.204806052870065 0.0362725920135044 0.257314358864724 0.741549222288199 0.661468317495169 0.780471688344528 0.706812883554391 0.00174237780001302 0.0138890617228082 0.00250904581097555 0.013723568552968 0.00657506165157766 0.00657849224251575 0.00602932502834157 0.00594576331860484
"result.24" 0.0217915973604955 0.216505885186149 0.0396565904959905 0.277741530057992 0.755655992204324 0.680311831280322 0.788402443741068 0.728888850671991 0.00195485750896906 0.0137695722187101 0.00277619303725406 0.0132710638951462 0.00613226868941956 0.00692331925622117 0.00589723813276416 0.00651371690756724
